FullGeneName,GeneID,SortIndex,Uniprot ID,GeneName,Length (bp),PZ,OrthologID_D,OrthologID_CM,Product,Mass (kD),Function,Mem true,Hyp true,DNA true,Secr true,Inc true,Protein Family,EB,RB,Microarray,PDB ID,PDB,PDBImageURL,AlphaFold ID,AFImageURL,Version,Structural homology (Foldseek),Biological Process,Cellular Component,Molecular Function,Subcellular Location,Subunit Structure,LastEdited,EditedByName,Favorite
coaE CTL0753,CTL0753,730,A0A0H3MDP8,coaE,202,,CT492,TC0779,Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase),,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,CoaE family,18,ND,Late,,,,A0A0H3MDP8,,,,coenzyme A biosynthetic process [GO:0015937]; phosphorylation [GO:0016310],cytoplasm [GO:0005737],ATP binding [GO:0005524]; dephospho-CoA kinase activity [GO:0004140],Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00376}.,,,,
polA CTL0754,CTL0754,731,A0A0H3MLC3,polA,866,,CT493,TC0780,DNA polymerase I (EC 2.7.7.7),,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,DNA polymerase type-A family,30,ND,Late,,,,A0A0H3MLC3,,,,DNA repair [GO:0006281]; DNA-templated DNA replication [GO:0006261],,3'-5' exonuclease activity [GO:0008408]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887],,,,,
sohB CTL0755,CTL0755,732,A0A0H3MCK7,sohB,331,,CT494,TC0781,Exported protease IV,,Other,FALSE,FALSE,FALSE,FALSE,FALSE,Peptidase S49 family,53,130,Late,,,,A0A0H3MCK7,,,,proteolysis [GO:0006508],,serine-type peptidase activity [GO:0008236],,,,,
 CTL0756,CTL0756,733,A0A0H3MCB5,,540,,CT495,TC0782,"ADP,ATP carrier protein",,Other,TRUE,FALSE,FALSE,FALSE,FALSE,ADP/ATP translocase tlc family,ND,68,Constitutive,,,,A0A0H3MCB5,,,,,membrane [GO:0016020],ATP binding [GO:0005524]; ATP:ADP antiporter activity [GO:0005471],"Membrane {ECO:0000256|ARBA:ARBA00004141, ECO:0000256|RuleBase:RU363121}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141, ECO:0000256|RuleBase:RU363121}.",,,,
pgsA CTL0757,CTL0757,734,A0A0H3MHG9,pgsA,168,,CT496,TC0783,CDP-diacylglycerol--glycerol-3-phosphate 1-phosphatidyltransferase (EC 2.7.8.5),,Lipid metabolism,TRUE,FALSE,FALSE,FALSE,FALSE,CDP-alcohol phosphatidyltransferase class-I family,ND,ND,Mid_Late,,,,A0A0H3MHG9,,,,phospholipid biosynthetic process [GO:0008654],membrane [GO:0016020],CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity [GO:0008444],Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
 CTL0758,CTL0758,735,A0A0H3MDQ1,,49,,CT496,,Membrane protein,,Lipid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,ND,ND,,,,,A0A0H3MDQ1,,,,,membrane [GO:0016020],,,,,,
dnaB CTL0759,CTL0759,736,A0A0H3MLC8,dnaB,472,,CT497,TC0784,Replicative DNA helicase (EC 3.6.4.12),,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,"Helicase family, DnaB subfamily",NQ,NQ,Constitutive,,,,A0A0H3MLC8,,,,"DNA replication, synthesis of RNA primer [GO:0006269]",primosome complex [GO:1990077],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678],,,,,
mnmG CTL0760,CTL0760,737,B0B872,mnmG,610,,CT498,TC0785,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG (Glucose-inhibited division protein A),,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,MnmG family,ND,ND,Constitutive,,,,B0B872,,,,tRNA wobble uridine modification [GO:0002098],cytoplasm [GO:0005737],flavin adenine dinucleotide binding [GO:0050660],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00129}.,Homodimer. Heterotetramer of two MnmE and two MnmG subunits. {ECO:0000255|HAMAP-Rule:MF_00129}.,,,
lplA CTL0761,CTL0761,738,A0A0H3MCL2,lplA,233,,CT499,TC0786,Lipoate-protein ligase A,,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MCL2,,,,protein modification process [GO:0036211],,ligase activity [GO:0016874],,,,,
ndk CTL0762,CTL0762,739,B0B874,ndk,141,,CT500,TC0787,Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase),,Nucleotide metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,NDK family,ND,NQ,Mid_Late,,,,B0B874,,,,CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; phosphorylation [GO:0016310]; UTP biosynthetic process [GO:0006228],cytoplasm [GO:0005737],ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleoside diphosphate kinase activity [GO:0004550],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00451}.,Homotetramer. {ECO:0000255|HAMAP-Rule:MF_00451}.,,,
ruvA CTL0763,CTL0763,740,B0B875,ruvA,200,,CT501,TC0788,Holliday junction branch migration complex subunit RuvA,,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,RuvA family,ND,ND,Constitutive,,,,B0B875,,,,DNA recombination [GO:0006310]; DNA repair [GO:0006281],cytoplasm [GO:0005737]; Holliday junction helicase complex [GO:0009379]; Holliday junction resolvase complex [GO:0048476],ATP binding [GO:0005524]; four-way junction DNA binding [GO:0000400]; four-way junction helicase activity [GO:0009378],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00031}.,Homotetramer. Forms an RuvA(8)-RuvB(12)-Holliday junction (HJ) complex. HJ DNA is sandwiched between 2 RuvA tetramers; dsDNA enters through RuvA and exits via RuvB. An RuvB hexamer assembles on each DNA strand where it exits the tetramer. Each RuvB hexamer is contacted by two RuvA subunits (via domain III) on 2 adjacent RuvB subunits; this complex drives branch migration. In the full resolvosome a probable DNA-RuvA(4)-RuvB(12)-RuvC(2) complex forms which resolves the HJ. {ECO:0000255|HAMAP-Rule:MF_00031}.,,,
ruvC CTL0764,CTL0764,741,B0B876,ruvC,170,,CT502,TC0789,Crossover junction endodeoxyribonuclease RuvC (EC 3.1.21.10) (Holliday junction nuclease RuvC) (Holliday junction resolvase RuvC),,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,RuvC family,ND,ND,Constitutive,,,,B0B876,,,,DNA recombination [GO:0006310]; DNA repair [GO:0006281],cytoplasm [GO:0005737]; Holliday junction resolvase complex [GO:0048476],crossover junction DNA endonuclease activity [GO:0008821]; DNA binding [GO:0003677]; magnesium ion binding [GO:0000287],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00034}.,Homodimer which binds Holliday junction (HJ) DNA. The HJ becomes 2-fold symmetrical on binding to RuvC with unstacked arms; it has a different conformation from HJ DNA in complex with RuvA. In the full resolvosome a probable DNA-RuvA(4)-RuvB(12)-RuvC(2) complex forms which resolves the HJ. {ECO:0000255|HAMAP-Rule:MF_00034}.,,,
 CTL0765,CTL0765,742,A0A0H3MCB9,,149,,CT503,TC0790,Uncharacterized protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MCB9,,,,,,,,,,,
 CTL0766,CTL0766,743,A0A0H3MHH0,,288,,CT504,TC0791,Uncharacterized protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,36,NQ,Mid_Late,,,,A0A0H3MHH0,,,,,,,,,,,
gap CTL0767,CTL0767,744,B0B879,gap,334,,CT505,TC0792,Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase),,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Glyceraldehyde-3-phosphate dehydrogenase family,100,76,Mid_Late,,,,B0B879,,,,glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096],cytoplasm [GO:0005737],glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity [GO:0004365]; NAD binding [GO:0051287]; NADP binding [GO:0050661],Cytoplasm {ECO:0000305}.,Homotetramer. {ECO:0000250|UniProtKB:P00362}.,,,
rplQ CTL0768,CTL0768,745,B0B880,rplQ,141,,CT506,TC0793,Large ribosomal subunit protein bL17 (50S ribosomal protein L17),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Bacterial ribosomal protein bL17 family,NQ,NQ,Constitutive,,,,B0B880,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],structural constituent of ribosome [GO:0003735],,Part of the 50S ribosomal subunit. Contacts protein L32. {ECO:0000255|HAMAP-Rule:MF_01368}.,,,
rpoA CTL0769,CTL0769,746,B0B881,rpoA,377,,CT507,TC0794,DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha),,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,RNA polymerase alpha chain family,91,134,Constitutive,,,,B0B881,,,,DNA-templated transcription [GO:0006351],cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428],DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983],,"Homodimer. The RNAP catalytic core consists of 2 alpha, 1 beta, 1 beta' and 1 omega subunit. When a sigma factor is associated with the core the holoenzyme is formed, which can initiate transcription. {ECO:0000255|HAMAP-Rule:MF_00059}.",,,
rpsK CTL0770,CTL0770,747,B0B882,rpsK,132,,CT508,TC0795,Small ribosomal subunit protein uS11 (30S ribosomal protein S11),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uS11 family,58,126,Constitutive,,,,B0B882,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 30S ribosomal subunit. Interacts with proteins S7 and S18. Binds to IF-3. {ECO:0000255|HAMAP-Rule:MF_01310}.,,,
rpsM CTL0771,CTL0771,748,B0B883,rpsM,122,,CT509,TC0796,Small ribosomal subunit protein uS13 (30S ribosomal protein S13),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uS13 family,56,133,Constitutive,,,,B0B883,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049],,Part of the 30S ribosomal subunit. Forms a loose heterodimer with protein S19. Forms two bridges to the 50S subunit in the 70S ribosome. {ECO:0000255|HAMAP-Rule:MF_01315}.,,,
secY CTL0772,CTL0772,749,A0A0H3MDQ5,secY,457,,CT510,TC0797,Protein translocase subunit SecY,,Translation,TRUE,FALSE,FALSE,FALSE,FALSE,SecY/SEC61-alpha family,NQ,ND,Constitutive,,,,A0A0H3MDQ5,,,,intracellular protein transmembrane transport [GO:0065002]; protein targeting [GO:0006605]; protein transport by the Sec complex [GO:0043952],plasma membrane [GO:0005886],,"Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_01465}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_01465}. Membrane {ECO:0000256|ARBA:ARBA00004141, ECO:0000256|RuleBase:RU003484}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141, ECO:0000256|RuleBase:RU003484}.","Component of the Sec protein translocase complex. Heterotrimer consisting of SecY, SecE and SecG subunits. The heterotrimers can form oligomers, although 1 heterotrimer is thought to be able to translocate proteins. Interacts with the ribosome. Interacts with SecDF, and other proteins may be involved. Interacts with SecA. {ECO:0000256|HAMAP-Rule:MF_01465}.",,,
rplO CTL0773,CTL0773,750,B0B885,rplO,144,,CT511,TC0798,Large ribosomal subunit protein uL15 (50S ribosomal protein L15),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL15 family,74,74,Constitutive,,,,B0B885,,,,translation [GO:0006412],large ribosomal subunit [GO:0015934],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_01341}.,,,
rpsE CTL0774,CTL0774,751,A0A0H3MLD3,rpsE,165,,CT512,TC0799,Small ribosomal subunit protein uS5,,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uS5 family,10,115,Constitutive,,,,A0A0H3MLD3,,,,translation [GO:0006412],cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 30S ribosomal subunit. Contacts proteins S4 and S8. {ECO:0000256|HAMAP-Rule:MF_01307}.,,,
rplR CTL0775,CTL0775,752,B0B887,rplR,123,,CT513,TC0800,Large ribosomal subunit protein uL18 (50S ribosomal protein L18),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL18 family,20,67,Constitutive,,,,B0B887,,,,translation [GO:0006412],cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 50S ribosomal subunit; part of the 5S rRNA/L5/L18/L25 subcomplex. Contacts the 5S and 23S rRNAs. {ECO:0000255|HAMAP-Rule:MF_01337}.,,,
rplF CTL0776,CTL0776,753,B0B888,rplF,183,,CT514,TC0801,Large ribosomal subunit protein uL6 (50S ribosomal protein L6),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL6 family,49,114,Constitutive,,,,B0B888,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_01365}.,,,
rpsH CTL0777,CTL0777,754,B0B889,rpsH,133,,CT515,TC0802,Small ribosomal subunit protein uS8 (30S ribosomal protein S8),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uS8 family,51,NQ,Constitutive,,,,B0B889,,,,translation [GO:0006412],cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 30S ribosomal subunit. Contacts proteins S5 and S12. {ECO:0000255|HAMAP-Rule:MF_01302}.,,,
rplE CTL0778,CTL0778,755,B0B890,rplE,180,,CT516,TC0803,Large ribosomal subunit protein uL5 (50S ribosomal protein L5),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL5 family,54,62,Constitutive,,,,B0B890,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049],,Part of the 50S ribosomal subunit; part of the 5S rRNA/L5/L18/L25 subcomplex. Contacts the 5S rRNA and the P site tRNA. Forms a bridge to the 30S subunit in the 70S ribosome. {ECO:0000255|HAMAP-Rule:MF_01333}.,,,
rplX CTL0779,CTL0779,756,B0B891,rplX,111,,CT517,TC0804,Large ribosomal subunit protein uL24 (50S ribosomal protein L24),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL24 family,40,71,Constitutive,,,,B0B891,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_01326}.,,,
rplN CTL0780,CTL0780,757,B0B892,rplN,122,,CT518,TC0805,Large ribosomal subunit protein uL14 (50S ribosomal protein L14),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL14 family,113,88,Constitutive,,,,B0B892,,,,translation [GO:0006412],large ribosomal subunit [GO:0015934],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,"Part of the 50S ribosomal subunit. Forms a cluster with proteins L3 and L19. In the 70S ribosome, L14 and L19 interact and together make contacts with the 16S rRNA in bridges B5 and B8. {ECO:0000255|HAMAP-Rule:MF_01367}.",,,
rpsQ CTL0781,CTL0781,758,B0B893,rpsQ,83,,CT519,TC0806,Small ribosomal subunit protein uS17 (30S ribosomal protein S17),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uS17 family,4,ND,Constitutive,,,,B0B893,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 30S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_01345}.,,,
rpmC CTL0782,CTL0782,759,B0B894,rpmC,72,,CT520,TC0807,Large ribosomal subunit protein uL29 (50S ribosomal protein L29),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL29 family,7,NQ,Constitutive,,,,B0B894,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],structural constituent of ribosome [GO:0003735],,,,,
rplP CTL0783,CTL0783,760,B0B895,rplP,138,,CT521,TC0808,Large ribosomal subunit protein uL16 (50S ribosomal protein L16),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL16 family,25,53,Constitutive,,,,B0B895,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049],,Part of the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_01342}.,,,
rpsC CTL0784,CTL0784,761,B0B896,rpsC,224,,CT522,TC0809,Small ribosomal subunit protein uS3 (30S ribosomal protein S3),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uS3 family,136,192,Constitutive,,,,B0B896,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 30S ribosomal subunit. Forms a tight complex with proteins S10 and S14. {ECO:0000255|HAMAP-Rule:MF_01309}.,,,
rplV CTL0785,CTL0785,762,B0B897,rplV,111,,CT523,TC0810,Large ribosomal subunit protein uL22 (50S ribosomal protein L22),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL22 family,74,93,ND,,,,B0B897,,,,translation [GO:0006412],large ribosomal subunit [GO:0015934],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_01331}.,,,
rpsS CTL0786,CTL0786,763,B0B898,rpsS,88,,CT524,TC0811,Small ribosomal subunit protein uS19 (30S ribosomal protein S19),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uS19 family,9,ND,Constitutive,,,,B0B898,,,,translation [GO:0006412],cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,,,,
rplB CTL0787,CTL0787,764,B0B899,rplB,284,,CT525,TC0812,Large ribosomal subunit protein uL2 (50S ribosomal protein L2),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL2 family,71,139,Constitutive,,,,B0B899,,,,translation [GO:0006412],large ribosomal subunit [GO:0015934],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; transferase activity [GO:0016740],,Part of the 50S ribosomal subunit. Forms a bridge to the 30S subunit in the 70S ribosome. {ECO:0000255|HAMAP-Rule:MF_01320}.,,,
rplW CTL0788,CTL0788,765,B0B8A0,rplW,111,,CT526,TC0813,Large ribosomal subunit protein uL23 (50S ribosomal protein L23),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL23 family,97,59,Constitutive,,,,B0B8A0,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,"Part of the 50S ribosomal subunit. Contacts protein L29, and trigger factor when it is bound to the ribosome. {ECO:0000255|HAMAP-Rule:MF_01369}.",,,
rplD CTL0789,CTL0789,766,B0B8A1,rplD,222,,CT527,TC0814,Large ribosomal subunit protein uL4 (50S ribosomal protein L4),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL4 family,29,207,Constitutive,,,,B0B8A1,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_01328}.,,,
rplC CTL0790,CTL0790,767,B0B8A2,rplC,221,,CT528,TC0815,Large ribosomal subunit protein uL3 (50S ribosomal protein L3),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL3 family,14,243,Constitutive,,,,B0B8A2,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,Part of the 50S ribosomal subunit. Forms a cluster with proteins L14 and L19. {ECO:0000255|HAMAP-Rule:MF_01325}.,,,
 CTL0791,CTL0791,768,A0A0H3MCL8,,298,,CT529,TC0816,Membrane protein,,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,ND,ND,ND,,,,A0A0H3MCL8,,,,,membrane [GO:0016020],,,,,,
fmt CTL0792,CTL0792,769,B0B8A4,fmt,316,,CT530,TC0817,Methionyl-tRNA formyltransferase (EC 2.1.2.9),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Fmt family,ND,ND,Constitutive,,,,B0B8A4,,,,,,methionyl-tRNA formyltransferase activity [GO:0004479],,,,,
lpxA CTL0793,CTL0793,770,B0B8A5,lpxA,280,,CT531,TC0818,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129),,Cell envelope,FALSE,FALSE,FALSE,FALSE,FALSE,"Transferase hexapeptide repeat family, LpxA subfamily",NQ,NQ,Mid_Late,,,,B0B8A5,,,,lipid A biosynthetic process [GO:0009245],cytoplasm [GO:0005737],acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity [GO:0008780],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00387}.,Homotrimer. {ECO:0000255|HAMAP-Rule:MF_00387}.,,,
fabZ CTL0794,CTL0794,771,B0B8A6,fabZ,153,,CT532,TC0819,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase),,Lipid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"Thioester dehydratase family, FabZ subfamily",NQ,ND,ND,,,,B0B8A6,,,,fatty acid biosynthetic process [GO:0006633]; lipid A biosynthetic process [GO:0009245],cytoplasm [GO:0005737],(3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity [GO:0019171]; (3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity [GO:0008659],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00406}.,,,,
lpxC CTL0795,CTL0795,772,B0B8A7,lpxC,286,,CT533,TC0820,UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase),,Cell envelope,FALSE,FALSE,FALSE,FALSE,FALSE,LpxC family,ND,ND,Constitutive,,,,B0B8A7,,,,lipid A biosynthetic process [GO:0009245],,metal ion binding [GO:0046872]; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity [GO:0008759]; UDP-3-O-acyl-N-acetylglucosamine deacetylase activity [GO:0103117],,,,,
cutE CTL0796,CTL0796,773,A0A0H3MCC3,cutE,542,,CT534,TC0821,Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.269),,Lipid metabolism,TRUE,FALSE,FALSE,FALSE,FALSE,"CN hydrolase family, Apolipoprotein N-acyltransferase subfamily",ND,ND,ND,,,,A0A0H3MCC3,,,,lipoprotein biosynthetic process [GO:0042158],plasma membrane [GO:0005886],N-acyltransferase activity [GO:0016410],Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_01148}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_01148}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
 CTL0797,CTL0797,774,A0A0H3MHH5,,160,,CT535,TC0822,Acyl-CoA hydrolase,,Lipid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Acyl coenzyme A hydrolase family,21,ND,Mid_Late,,,,A0A0H3MHH5,,,,,,thiolester hydrolase activity [GO:0016790],,,,,
dnaQ2 CTL0798,CTL0798,775,A0A0H3MDQ8,dnaQ2,250,,CT536,TC0823,"DNA polymerase III, epsilon chain",,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,,8,ND,Constitutive,,,,A0A0H3MDQ8,,,,DNA replication [GO:0006260],,DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; exonuclease activity [GO:0004527],,,,,
 CTL0799,CTL0799,776,A0A0H3MLD8,,157,,CT537,TC0824,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaE),,Other,FALSE,FALSE,FALSE,FALSE,FALSE,TsaE family,ND,ND,,,,,A0A0H3MLD8,,,,tRNA threonylcarbamoyladenosine modification [GO:0002949],cytoplasm [GO:0005737],ATP binding [GO:0005524]; metal ion binding [GO:0046872],Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.,,,,
 CTL0800,CTL0800,777,A0A0H3MCM1,,238,,CT538,TC0825,Uncharacterized protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,164,30,Constitutive,,,,A0A0H3MCM1,,,,,,,,,,,
trxA CTL0801,CTL0801,778,A0A0H3MCC7,trxA,102,,CT539,TC0826,Thioredoxin,,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Thioredoxin family,126,75,Constitutive,,,,A0A0H3MCC7,,,,,,protein-disulfide reductase activity [GO:0015035],,,,,
