FullGeneName,GeneID,SortIndex,Uniprot ID,GeneName,Length (bp),PZ,OrthologID_D,OrthologID_L2,Product,Mass (kD),Function,Mem true,Hyp true,DNA true,Secr true,Inc true,Protein Family,PDB ID,PDB,PDBImageURL,AlphaFold ID,AFImageURL,Version,Structural homology (Foldseek),Biological Process,Cellular Component,Molecular Function,Subcellular Location,Subunit Structure,LastEdited,EditedByName,Favorite
mqnA TC0711,TC0711,697,Q9PJW5,mqnA,266,,CT427,CTL0686,Chorismate dehydratase (EC 4.2.1.151) (Menaquinone biosynthetic enzyme MqnA),30.2,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"MqnA/MqnD family, MqnA subfamily",,,,Q9PJW5,,,,menaquinone biosynthetic process [GO:0009234],,hydro-lyase activity [GO:0016836],,,,,
menG TC0712,TC0712,698,Q9PJW4,menG,229,,CT428,CTL0687,Demethylmenaquinone methyltransferase (EC 2.1.1.163),25.9,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"Class I-like SAM-binding methyltransferase superfamily, MenG/UbiE family",,,,Q9PJW4,,,,menaquinone biosynthetic process [GO:0009234]; methylation [GO:0032259],,demethylmenaquinone methyltransferase activity [GO:0043770]; S-adenosylmethionine:2-demethylmenaquinol methyltransferase activity [GO:0102094]; S-adenosylmethionine:2-demethylmenaquinol-7 methyltransferase activity [GO:0102955]; S-adenosylmethionine:2-demethylquinol-8 methyltransferase activity [GO:0102027],,,,,
 TC0713,TC0713,699,Q9PJW3,,332,,CT429,CTL0688,UPF0158 protein TC_0713,39.2,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,UPF0158 family,,,,Q9PJW3,,,,,,,,,,,
dapF TC0714,TC0714,700,Q9PJW2,dapF,269,,CT430,CTL0689,Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase),29.9,Amino acid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Diaminopimelate epimerase family,,,,Q9PJW2,,,,lysine biosynthetic process via diaminopimelate [GO:0009089],cytoplasm [GO:0005737],diaminopimelate epimerase activity [GO:0008837],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00197}.,Homodimer. {ECO:0000255|HAMAP-Rule:MF_00197}.,,,
clpP1 TC0715,TC0715,701,Q9PJW1,clpP1,192,,CT431,CTL0690,ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1),21.1,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Peptidase S14 family,,,,Q9PJW1,,,,proteolysis [GO:0006508],cytoplasm [GO:0005737],ATP-dependent peptidase activity [GO:0004176]; serine-type endopeptidase activity [GO:0004252],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00444}.,"Fourteen ClpP subunits assemble into 2 heptameric rings which stack back to back to give a disk-like structure with a central cavity, resembling the structure of eukaryotic proteasomes. {ECO:0000255|HAMAP-Rule:MF_00444}.",,,
glyA TC0716,TC0716,702,Q9PJW0,glyA,497,,CT432,CTL0691,Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1),54.2,Amino acid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,SHMT family,,,,Q9PJW0,,,,glycine biosynthetic process from serine [GO:0019264]; tetrahydrofolate interconversion [GO:0035999],cytoplasm [GO:0005737],glycine hydroxymethyltransferase activity [GO:0004372]; pyridoxal phosphate binding [GO:0030170],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00051}.,Homodimer. {ECO:0000255|HAMAP-Rule:MF_00051}.,,,
 TC0717,TC0717,703,Q9PJV9,,224,,CT433,CTL0692,Tetrapyrrole biosynthesis uroporphyrinogen III synthase domain-containing protein,25.1,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PJV9,,,,protoporphyrinogen IX biosynthetic process [GO:0006782]; uroporphyrinogen III biosynthetic process [GO:0006780],,uroporphyrinogen-III synthase activity [GO:0004852],,,,,
ispF TC0718,TC0718,704,Q9PJV8,ispF,178,,CT434,CTL0693,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)",19.2,Inermediary metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,IspF family,,,,Q9PJV8,,,,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]",,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity [GO:0008685]; metal ion binding [GO:0046872]",,Homotrimer. {ECO:0000255|HAMAP-Rule:MF_00107}.,,,
 TC0719,TC0719,705,Q9PJV7,,350,,CT435,CTL0694,"Oxidoreductase, FAD-binding",39.7,Other,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PJV7,,,,,,oxidoreductase activity [GO:0016491],,,,,
rpsJ TC0720,TC0720,706,P0A4A2,rpsJ,105,,CT436,CTL0695,Small ribosomal subunit protein uS10 (30S ribosomal protein S10),11.9,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uS10 family,,,,P0A4A2,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049],,Part of the 30S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_00508}.,,,
fusA TC0721,TC0721,707,Q9PJV6,fusA,694,,CT437,CTL0696,Elongation factor G (EF-G),76.5,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,"TRAFAC class translation factor GTPase superfamily, Classic translation factor GTPase family, EF-G/EF-2 subfamily",,,,Q9PJV6,,,,,cytoplasm [GO:0005737],GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746],Cytoplasm {ECO:0000250}.,,,,
rpsG TC0722,TC0722,708,Q9PJV5,rpsG,157,,CT438,CTL0697,Small ribosomal subunit protein uS7 (30S ribosomal protein S7),17.8,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uS7 family,,,,Q9PJV5,,,,translation [GO:0006412],small ribosomal subunit [GO:0015935],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049],,Part of the 30S ribosomal subunit. Contacts proteins S9 and S11. {ECO:0000255|HAMAP-Rule:MF_00480}.,,,
rpsL TC0723,TC0723,709,P66371,rpsL,123,,CT439,CTL0698,Small ribosomal subunit protein uS12 (30S ribosomal protein S12),13.7,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uS12 family,,,,P66371,,,,translation [GO:0006412],small ribosomal subunit [GO:0015935],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049],,Part of the 30S ribosomal subunit. Contacts proteins S8 and S17. May interact with IF1 in the 30S initiation complex. {ECO:0000255|HAMAP-Rule:MF_00403}.,,,
 TC0724,TC0724,710,Q9PJV3,,111,,CT440,CTL0699,Inclusion membrane protein,12.5,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,Q9PJV3,,,,,membrane [GO:0016020],,,,,,
 TC0725,TC0725,711,Q9PJV2,,649,,CT441,CTL0700,"Tail specific protease, putative",73.9,Secreted effector,FALSE,FALSE,FALSE,TRUE,FALSE,Peptidase S41A family,,,,Q9PJV2,,,,proteolysis [GO:0006508],,serine-type peptidase activity [GO:0008236],,,,,
srp TC0726,TC0726,712,Q9PJV1,srp,152,,CT442,CTL0701,Sulfur-rich protein (Cysteine-rich protein A),16.2,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,Q9PJV1,,,,,outer membrane [GO:0019867],,Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.,,,,
omcB TC0727,TC0727,713,Q9PJV0,omcB,548,,CT443,CTL0702,Large cysteine-rich periplasmic protein OmcB (Large-CRP) (60 kDa CRP) (60 kDa outer membrane protein) (Cysteine-rich outer membrane protein),59.1,Cell envelope,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PJV0,,,,regulation of cell shape [GO:0008360],periplasmic space [GO:0042597],extracellular matrix structural constituent [GO:0005201],Periplasm {ECO:0000305}.,"Part of a disulfide cross-linked outer membrane complex (COMC) composed of the major outer membrane porin (MOMP), the small cysteine-rich protein (OmcA) and the large cysteine-rich periplasmic protein (OmcB). {ECO:0000250}.",,,
omcA TC0728,TC0728,714,Q9PJU9,omcA,88,,,CTL0703,Small cysteine-rich outer membrane protein OmcA (Small-CRP) (9 kDa cysteine-rich lipoprotein) (9KD-CRP),9.3,Unknown,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PJU9,,,,regulation of cell shape [GO:0008360],cell outer membrane [GO:0009279],extracellular matrix structural constituent [GO:0005201],Cell outer membrane {ECO:0000305}; Lipid-anchor {ECO:0000255|PROSITE-ProRule:PRU00303}. Note=The protein moiety probably penetrates into the periplasm.,"Part of a disulfide cross-linked outer membrane complex (COMC) composed of the major outer membrane porin (MOMP), the small cysteine-rich protein (OmcA) and the large cysteine-rich periplasmic protein (OmcB). {ECO:0000250}.",,,
 TC0729,TC0729,715,Q9PJU8,,74,,CT444,CTL0704,Lipoprotein,8.4,Cell envelope,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PJU8,,,,,,,,,,,
gltX TC0730,TC0730,716,Q9PJU7,gltX,506,,CT445,CTL0705,Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS),59.0,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,"Class-I aminoacyl-tRNA synthetase family, Glutamate--tRNA ligase type 1 subfamily",,,,Q9PJU7,,,,glutamyl-tRNA aminoacylation [GO:0006424],cytoplasm [GO:0005737],ATP binding [GO:0005524]; glutamate-tRNA ligase activity [GO:0004818]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00022}.,Monomer. {ECO:0000255|HAMAP-Rule:MF_00022}.,,,
 TC0731,TC0731,717,Q9PJU6,,185,,CT446,CTL0706,Uncharacterized protein TC_0731 (EUO),21.3,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,EUO family,,,,Q9PJU6,,,,,,,,,,,
recJ TC0732,TC0732,718,Q9PJU5,recJ,582,,CT447,CTL0707,Single-stranded-DNA-specific exonuclease RecJ,64.5,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,RecJ family,,,,Q9PJU5,,,,DNA recombination [GO:0006310]; DNA repair [GO:0006281],,5'-3' exonuclease activity [GO:0008409]; nucleic acid binding [GO:0003676],,,,,
 TC0733,TC0733,719,Q9PJU4,,1400,,,CTL0708a,"SecDF protein, putative",156.1,Unknown,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PJU4,,,,intracellular protein transport [GO:0006886],plasma membrane [GO:0005886],protein-transporting ATPase activity [GO:0015450],Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
 TC0734,TC0734,720,Q9PJU3,,108,,CT449,CTL0709,Inclusion membrane protein,11.8,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,Q9PJU3,,,,,membrane [GO:0016020],,,,,,
uppS TC0735,TC0735,721,Q9PJU2,uppS,253,,CT450,CTL0710,Isoprenyl transferase (EC 2.5.1.-),28.9,Inermediary metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,UPP synthase family,,,,Q9PJU2,,,,,,magnesium ion binding [GO:0000287]; prenyltransferase activity [GO:0004659],,Homodimer. {ECO:0000255|HAMAP-Rule:MF_01139}.,,,
cdsA TC0736,TC0736,722,Q9PJU1,cdsA,305,,CT451,CTL0711,Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-DAG synthase) (CDP-DG synthase) (CDP-diacylglycerol synthase) (CDS) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase) (CTP:phosphatidate cytidylyltransferase),33.8,Lipid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,CDS family,,,,Q9PJU1,,,,CDP-diacylglycerol biosynthetic process [GO:0016024],plasma membrane [GO:0005886],phosphatidate cytidylyltransferase activity [GO:0004605],Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.,,,,
cmk TC0737,TC0737,723,Q9PJU0,cmk,216,,CT452,CTL0712,Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase),24.0,Nucleotide metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"Cytidylate kinase family, Type 1 subfamily",,,,Q9PJU0,,,,phosphorylation [GO:0016310]; pyrimidine nucleotide metabolic process [GO:0006220],cytoplasm [GO:0005737],ATP binding [GO:0005524]; CMP kinase activity [GO:0036430]; dCMP kinase activity [GO:0036431],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00238}.,,,,
 TC0738,TC0738,724,Q9PJT9,,216,,CT453,CTL0713,"1-acyl-sn-glycerol-3-phosphate acyltransferase, putative",23.9,Lipid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PJT9,,,,,,acyltransferase activity [GO:0016746],,,,,
argS TC0739,TC0739,725,Q9PJT8,argS,563,,CT454,CTL0714,Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS),63.7,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Class-I aminoacyl-tRNA synthetase family,,,,Q9PJT8,,,,arginyl-tRNA aminoacylation [GO:0006420],cytoplasm [GO:0005737],arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524],Cytoplasm {ECO:0000250}.,Monomer. {ECO:0000250}.,,,
murA TC0740,TC0740,726,Q9PJT7,murA,442,,CT455,CTL0715,UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT),47.9,Cell envelope,FALSE,FALSE,FALSE,FALSE,FALSE,"EPSP synthase family, MurA subfamily",,,,Q9PJT7,,,,cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylgalactosamine biosynthetic process [GO:0019277],cytoplasm [GO:0005737],UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity [GO:0008760],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00111}.,,,,
 TC0741,TC0741,727,Q9PJT6,,1007,,CT456,CTL0716,Uncharacterized protein TC_0741,104.0,Secreted effector,FALSE,FALSE,FALSE,TRUE,FALSE,Chlamydial CPn_0572/CT_456/TC_0741 family,,,,Q9PJT6,,,,,,,,,,,
 TC0742,TC0742,728,Q9PJT5,,238,,CT457,CTL0717,Probable transcriptional regulatory protein TC_0742,26.5,Unknown,FALSE,TRUE,TRUE,FALSE,FALSE,TACO1 family,,,,Q9PJT5,,,,regulation of DNA-templated transcription [GO:0006355],cytoplasm [GO:0005737],DNA binding [GO:0003677],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00693}.,,,,
 TC0743,TC0743,729,Q9PJT4,,167,,CT458,CTL0718,"Acetyltransferase, GNAT family",19.3,Other,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PJT4,,,,,,"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]",,,,,
prfB TC0744,TC0744,730,P58105,prfB,369,,,,Peptide chain release factor 2 (RF-2),42.7,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,Prokaryotic/mitochondrial release factor family,,,,P58105,,,,,cytoplasm [GO:0005737],"translation release factor activity, codon specific [GO:0016149]",Cytoplasm {ECO:0000250}.,,,,
 TC0745,TC0745,731,Q9PJT3,,86,,CT460,CTL0720,DM2 domain-containing protein,9.7,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PJT3,,,,,,,,,,,
lpxG TC0746,TC0746,732,Q9PJT2,lpxG,329,,CT461,CTL0721,"UDP-2,3-diacylglucosamine pyrophosphatase LpxG (UDP-DAGn pyrophosphatase) (EC 3.6.1.-) (UDP-2,3-diacylglucosamine hydrolase LpxG) (UDP-DAGn hydrolase)",37.1,Other,FALSE,FALSE,FALSE,FALSE,FALSE,Metallophosphoesterase superfamily,,,,Q9PJT2,,,,,plasma membrane [GO:0005886],hydrolase activity [GO:0016787]; metal ion binding [GO:0046872],Cell inner membrane {ECO:0000250|UniProtKB:O84467}; Single-pass membrane protein {ECO:0000255}; Cytoplasmic side {ECO:0000250|UniProtKB:O84467}.,,,,
ispD TC0747,TC0747,733,Q9PJT1,ispD,218,,CT462,CTL0722,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT),24.0,Inermediary metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"IspD/TarI cytidylyltransferase family, IspD subfamily",,,,Q9PJT1,,,,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]",,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity [GO:0050518],,,,,
truA TC0748,TC0748,734,Q9PJT0,truA,267,,,,tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I),30.4,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,TRNA pseudouridine synthase TruA family,,,,Q9PJT0,,,,tRNA pseudouridine synthesis [GO:0031119],,RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029],,Homodimer. {ECO:0000255|HAMAP-Rule:MF_00171}.,,,
 TC0749,TC0749,735,Q9PJS9,,224,,CT464,CTL0724,"Hydrolase, haloacid dehalogenase-like family",26.1,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PJS9,,,,,,hydrolase activity [GO:0016787],,,,,
 TC0750,TC0750,736,Q9PJS8,,212,,CT465,CTL0725,Lipoprotein,23.4,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PJS8,,,,,,,,,,,
 TC0751,TC0751,737,Q9PJS7,,109,,CT466,CTL0726,Uncharacterized protein,12.7,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PJS7,,,,,,,,,,,
 TC0752,TC0752,738,Q9PJS6,,352,,CT467,CTL0727,histidine kinase (EC 2.7.13.3),39.8,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PJS6,,,,,,phosphorelay sensor kinase activity [GO:0000155],,,,,
 TC0753,TC0753,739,Q9PJS5,,387,,CT468,CTL0728,Sigma-54 dependent response regulator,43.3,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,Q9PJS5,,,,phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355],,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],,,,,
 TC0754,TC0754,740,Q9PJS4,,189,,CT469,CTL0729,Type I restriction enzyme R protein N-terminal domain-containing protein,21.1,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PJS4,,,,,,,,,,,
recO TC0755,TC0755,741,Q9PJS3,recO,234,,CT470,CTL0730,DNA repair protein RecO (Recombination protein O),26.7,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,RecO family,,,,Q9PJS3,,,,DNA recombination [GO:0006310]; DNA repair [GO:0006281],,,,,,,
 TC0756,TC0756,742,Q9PJS2,,209,,CT471,CTL0731,Uncharacterized protein,23.8,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PJS2,,,,,membrane [GO:0016020],,,,,,
 TC0757,TC0757,743,Q9PJS1,,264,,CT472,CTL0733,DUF155 domain-containing protein,30.1,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PJS1,,,,,,,,,,,
lda3 TC0758,TC0758,744,Q9PJS0,lda3,97,,,,Putative membrane protein insertion efficiency factor,11.1,Unknown,TRUE,TRUE,FALSE,FALSE,FALSE,UPF0161 family,,,,Q9PJS0,,,,,plasma membrane [GO:0005886],,Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_00386}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_00386}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_00386}.,,,,
 TC0759,TC0759,745,Q9PJR9,,300,,CT474,CTL0735,Uncharacterized protein TC_0759,34.8,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,Chlamydial CPn_0593/CT_474/TC_0759 family,,,,Q9PJR9,,,,,,,,,,,
pheT TC0760,TC0760,746,Q9PJR8,pheT,790,,CT475,CTL0736,Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS),87.6,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,"Phenylalanyl-tRNA synthetase beta subunit family, Type 1 subfamily",,,,Q9PJR8,,,,phenylalanyl-tRNA aminoacylation [GO:0006432],cytoplasm [GO:0005737],ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049],Cytoplasm {ECO:0000250}.,Tetramer of two alpha and two beta subunits. {ECO:0000250}.,,,
 TC0761,TC0761,747,Q9PJR7,,321,,CT476,CTL0737,Uncharacterized protein,36.3,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PJR7,,,,,,,,,,,
 TC0762,TC0762,748,Q9PJR6,,173,,CT477,CTL0738,DNA methyltransferase,19.2,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,Q9PJR6,,,,DNA repair [GO:0006281]; methylation [GO:0032259],,methylated-DNA-[protein]-cysteine S-methyltransferase activity [GO:0003908],,,,,
 TC0763,TC0763,749,Q9PJR5,,578,,CT478,CTL0739,"Peptide ABC transporter, permease protein, putative",66.3,Membrane transport,FALSE,FALSE,FALSE,FALSE,FALSE,Binding-protein-dependent transport system permease family,,,,Q9PJR5,,,,transmembrane transport [GO:0055085],plasma membrane [GO:0005886],,Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}.,,,,
 TC0764,TC0764,750,Q9PJR4,,492,,CT479,CTL0740,"Peptide ABC transporter, permease protein, putative",55.4,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,"Binding-protein-dependent transport system permease family, OppBC subfamily",,,,Q9PJR4,,,,transmembrane transport [GO:0055085],plasma membrane [GO:0005886],,Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
 TC0765,TC0765,751,Q9PJR3,,696,,CT480,CTL0741,"Peptide ABC transporter, periplasmic peptide-binding protein, putative",79.7,Membrane transport,FALSE,FALSE,FALSE,FALSE,FALSE,Bacterial solute-binding protein 5 family,,,,Q9PJR3,,,,,,,,,,,
 TC0766,TC0766,752,Q9PJR2,,47,,,,Lipoprotein,5.0,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PJR2,,,,,,,,,,,
 TC0767,TC0767,753,Q9PJR1,,243,,CT481,CTL0742,NodB homology domain-containing protein,28.3,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PJR1,,,,carbohydrate metabolic process [GO:0005975],,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]",,,,,
 TC0768,TC0768,754,Q9PJR0,,53,,,,Uncharacterized protein,5.6,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PJR0,,,,,,,,,,,
 TC0769,TC0769,755,Q9PJQ9,,216,,CT482,CTL0743,Uncharacterized protein,24.5,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PJQ9,,,,,membrane [GO:0016020],,,,,,
 TC0770,TC0770,756,Q9PJQ8,,118,,CT483,CTL0744,Uncharacterized protein,12.6,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,Q9PJQ8,,,,,membrane [GO:0016020],,,,,,
 TC0771,TC0771,757,Q9PJQ7,,332,,CT484,CTL0745,Uncharacterized protein,38.6,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PJQ7,,,,,membrane [GO:0016020],protein serine/threonine kinase activity [GO:0004674],,,,,
hemH TC0772,TC0772,758,Q9PJQ6,hemH,317,,CT485,CTL0746,Ferrochelatase (EC 4.98.1.1) (Heme synthase) (Protoheme ferro-lyase),36.1,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Ferrochelatase family,,,,Q9PJQ6,,,,heme biosynthetic process [GO:0006783],cytoplasm [GO:0005737],ferrochelatase activity [GO:0004325]; metal ion binding [GO:0046872],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00323}.,,,,
 TC0773,TC0773,759,Q9PJQ5,,263,,CT486,CTL0747,"Amino acid ABC transporter, periplasmic amino acid-binding protein",29.6,Membrane transport,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PJQ5,,,,,,,,,,,
 TC0774,TC0774,760,Q9PJQ4,,186,,CT487,CTL0748,Methyltransferase,20.4,Other,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PJQ4,,,,rRNA methylation [GO:0031167],,methyltransferase activity [GO:0008168]; nucleic acid binding [GO:0003676],,,,,
 TC0775,TC0775,761,Q9PJQ3,,247,,CT488,CTL0749,Calcineurin-like phosphoesterase domain-containing protein,28.1,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PJQ3,,,,,,hydrolase activity [GO:0016787],,,,,
glgC TC0776,TC0776,762,Q9PJQ2,glgC,441,,CT489,CTL0750,Glucose-1-phosphate adenylyltransferase,49.6,Inermediary metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Bacterial/plant glucose-1-phosphate adenylyltransferase family,,,,Q9PJQ2,,,,glycogen biosynthetic process [GO:0005978],,ATP binding [GO:0005524]; glucose-1-phosphate adenylyltransferase activity [GO:0008878],,,,,
 TC0777,TC0777,763,Q9PJQ1,,83,,CT490,CTL0751,Uncharacterized protein,9.3,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PJQ1,,,,,,,,,,,
rho TC0778,TC0778,764,Q9PJQ0,rho,419,,CT491,CTL0752,Transcription termination factor Rho (EC 3.6.4.-) (ATP-dependent helicase Rho),46.6,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,Rho family,,,,Q9PJQ0,,,,DNA-templated transcription termination [GO:0006353],,"ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on RNA [GO:0008186]; helicase activity [GO:0004386]; RNA binding [GO:0003723]",,Homohexamer. The homohexamer assembles into an open ring structure. {ECO:0000256|HAMAP-Rule:MF_01884}.,,,
coaE TC0779,TC0779,765,Q9PJP9,coaE,202,,CT492,CTL0753,Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase),22.9,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,CoaE family,,,,Q9PJP9,,,,coenzyme A biosynthetic process [GO:0015937]; phosphorylation [GO:0016310],cytoplasm [GO:0005737],ATP binding [GO:0005524]; dephospho-CoA kinase activity [GO:0004140],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00376}.,,,,
